,title,postal_code,provider,beds,baths,sq_feet,price,,,,,postal_code,price,,postal_code,mean_price,,,
807,House for sale,94131,Sotheby's International Realty,3,3,2805,3495000,,,,,94131,3495000,,,,,,
808,House for sale,94131,Compass,2,1,835,949000,,,,,94131,949000,,,,,,
809,House for sale,94131,Compass SF,2,1,0,1499000,,,,,94131,1499000,,,,,,
810,Condo for sale,94131,Compass,4,3,1635,1350000,,,,,94131,1350000,,,,,,
811,House for sale,94131,Engel & Voelkers San Francisco,3,2,1249,1175000,,,,,94131,1175000,,,,,,
812,Condo for sale,94131,Compass,2,1,1020,949000,,,,,94131,949000,,,,,,
815,House for sale,94131,Coldwell Banker Realty,4,2,2215,2375000,,,,,94131,2375000,,,,,,
816,Under Contract,94131,Park North Real Estate,1,1,830,700000,,,,,94131,700000,,,,,,
817,House for sale,94131,Corcoran Global Living,5,6,0,4695000,,,,,94131,4695000,,,,,,
818,Condo for sale,94131,Vanguard Properties,2,2,1143,1249000,,,,,94131,1249000,,,,,,
819,House for sale,94131,Compass,3,3,2120,2495000,,,,,94131,2495000,,,,,,
820,House for sale,94131,Compass,3,3,0,2099000,,,,,94131,2099000,,,,,,
821,House for sale,94131,Coldwell Banker Commercial Rea,12,0,7060,3550000,,,,,94131,3550000,,,,,,
822,Condo for sale,94131,Sequoia Real Estate,3,2,2138,1475000,,,,,94131,1475000,,,,,,
823,Under Contract,94131,Corcoran Global Living,3,2,1500,1625000,,,,,94131,1625000,,,,,,
824,Under Contract,94131,Pinnacle Properties,3,2,1345,1299000,,,,,94131,1299000,,,,,,
825,House for sale,94131,Vanguard Properties,3,2,1204,1150000,,,,,94131,1150000,,,,,,
826,House for sale,94131,Corcoran Global Living,4,2,2104,2100000,,,,,94131,2100000,,,,,,
827,Condo for sale,94131,Vanguard Properties,3,2,1482,1375000,,,,,94131,1375000,,,,,,
828,Under Contract,94131,Berkshire Hathaway Drysdale Pr,0,1,474,435000,,,,,94131,435000,,,,,,
829,House for sale,94131,Keller Williams Temecula Valle,16,0,9544,6995000,,,,,94131,6995000,,,,,,
830,New construction,94131,Compass,5,5,3637,5300000,,,,,94131,5300000,,,,,,
831,Under Contract,94131,Vanguard Properties,1,1,830,725000,,,,,94131,725000,,,,,,
832,House for sale,94131,Coldwell Banker Realty,4,3,1740,1388000,,,,,94131,1388000,,,,,,
833,House for sale,94131,Century 21 Realty Alliance,3,2,0,1488000,,,,,94131,1488000,,,,,,
834,House for sale,94131,Compass,4,6,6230,12000000,,,,,94131,12000000,,,,,,
838,Condo for sale,94133,Compass,1,1,700,789000,,,,,94133,789000,,,,,,
839,Condo for sale,94133,Compass,1,1,986,1500000,,,,,94133,1500000,,,,,,
840,Condo for sale,94133,"Hatch Realty Group, Inc.",2,2,1313,1400000,,,,,94133,1400000,,,,,,
841,House for sale,94133,Madison Hunter,84,2,2952,1699000,,,,,94133,1699000,,,,,,
842,House for sale,94133,Compass,2,1,0,1249000,,,,,94133,1249000,,,,,,
843,Condo for sale,94133,Sotheby's International Realty,2,3,3640,7995000,,,,,94133,7995000,,,,,,
844,Condo for sale,94133,Vanguard Properties,3,3,2165,2495000,,,,,94133,2495000,,,,,,
845,House for sale,94133,Compass,4,3,3182,3995000,,,,,94133,3995000,,,,,,
846,Multi-family home for sale,94133,Compass Commercial,3,0,4400,2375000,,,,,94133,2375000,,,,,,
847,Multi-family home for sale,94133,Compass Commercial,2,0,10875,3995000,,,,,94133,3995000,,,,,,
848,Multi-family home for sale,94133,Compass Commercial,0,0,15039,4500000,,,,,94133,4500000,,,,,,
849,House for sale,94133,Compass,6,0,2400,1649000,,,,,94133,1649000,,,,,,
850,House for sale,94133,Compass,10,7,5775,6385000,,,,,94133,6385000,,,,,,
851,House for sale,94133,Compass,3,2,1970,2395000,,,,,94133,2395000,,,,,,
852,House for sale,94133,Compass,3,2,1715,1695000,,,,,94133,1695000,,,,,,
853,House for sale,94133,Compass,4,3,2090,2195000,,,,,94133,2195000,,,,,,
854,House for sale,94133,Compass,3,3,2179,1999000,,,,,94133,1999000,,,,,,
857,House for sale,94133,Compass,3,2,0,1695000,,,,,94133,1695000,,,,,,
858,House for sale,94133,Compass,1,2,1484,2430000,,,,,94133,2430000,,,,,,
859,Condo for sale,94133,Compass SF,2,2,1660,1950000,,,,,94133,1950000,,,,,,
860,Townhouse for sale,94133,Coldwell Banker Realty,3,3,0,10000000,,,,,94133,10000000,,,,,,
861,New construction,94133,Casa Blanca Real Estate,3,2,1772,2575000,,,,,94133,2575000,,,,,,
862,New construction,94133,Casa Blanca Real Estate,1,1,839,1225000,,,,,94133,1225000,,,,,,
863,Condo for sale,94133,Vanguard Properties,2,3,1550,1895000,,,,,94133,1895000,,,,,,
864,House for sale,94133,Sotheby's International Realty,1,1,0,1400000,,,,,94133,1400000,,,,,,
865,House for sale,94133,Compass Commercial,6,0,3440,1600000,,,,,94133,1600000,,,,,,
866,House for sale,94133,Corcoran Global Living,7,4,4215,3295000,,,,,94133,3295000,,,,,,
867,House for sale,94133,Compass,0,0,3713,4995000,,,,,94133,4995000,,,,,,
868,House for sale,94133,Trident Real Estate,6,2,3240,2500000,,,,,94133,2500000,,,,,,
869,Multi-family home for sale,94133,Starboard Commercial Brokerage,12,0,5298,3880000,,,,,94133,3880000,,,,,,
870,Multi-family home for sale,94133,Century 21 Baldini Realty,7,0,3164,2198000,,,,,94133,2198000,,,,,,
871,House for sale,94133,Sotheby's International Realty,6,5,2794,3850000,,,,,94133,3850000,,,,,,
872,House for sale,94133,Braun International,5,0,2429,1680000,,,,,94133,1680000,,,,,,
873,Condo for sale,94133,Sotheby's International Realty,2,1,1033,1600000,,,,,94133,1600000,,,,,,
874,House for sale,94133,Polaris Realty,3,3,2363,2795000,,,,,94133,2795000,,,,,,
875,House for sale,94133,Keller Williams San Francisco,3,3,0,1995000,,,,,94133,1995000,,,,,,
877,Lot / Land for sale,94133,Keller Williams San Francisco,0,0,0,250000,,,,,94133,250000,,,,,,
879,House for sale,94132,LUX Realty Group,4,3,1749,1588000,,,,,94132,1588000,,,,,,
880,House for sale,94132,Compass,2,1,1100,998000,,,,,94132,998000,,,,,,
881,Condo for sale,94132,BarbCo,3,3,1839,1375000,,,,,94132,1375000,,,,,,
882,Under Contract,94132,Coldwell Banker Realty,3,2,2223,1680000,,,,,94132,1680000,,,,,,
884,Townhouse for sale,94132,"Andersen, Jung & Co.",3,2,1547,990000,,,,,94132,990000,,,,,,
885,Under Contract,94132,Compass,2,2,1384,848000,,,,,94132,848000,,,,,,
886,Condo for sale,94132,Compass,3,2,2133,1469000,,,,,94132,1469000,,,,,,
887,Multi-family home for sale,94132,La Flue-Walton & Associates,4,3,1828,1439000,,,,,94132,1439000,,,,,,
888,Under Contract,94132,Compass,2,3,1260,1425000,,,,,94132,1425000,,,,,,
891,Condo for sale,94115,Coldwell Banker Realty,4,5,4004,4698000,,,,,94115,4698000,,,,,,
892,New construction,94117,Vanguard Properties,1,1,0,1095000,,,,,94117,1095000,,,,,,
893,Condo for sale,94117,Vanguard Properties,3,3,0,2495000,,,,,94117,2495000,,,,,,
894,Condo for sale,94115,Sotheby's International Realty,3,3,1891,1849000,,,,,94115,1849000,,,,,,
895,Condo for sale,94115,Sotheby's International Realty,4,2,2321,2149000,,,,,94115,2149000,,,,,,
896,Condo for sale,94103,San Francisco Marketing,2,2,1565,1195000,,,,,94103,1195000,,,,,,
898,Condo for sale,94115,Compass,3,3,1881,2295000,,,,,94115,2295000,,,,,,
899,New construction,94115,"Helena Geng, Broker",3,4,2888,5800000,,,,,94115,5800000,,,,,,
900,House for sale,94114,Vanguard Properties,2,1,0,975000,,,,,94114,975000,,,,,,
901,Condo for sale,94111,Compass SF,1,1,1006,960000,,,,,94111,960000,,,,,,
902,House for sale,94114,Vanguard Properties,2,2,0,1650000,,,,,94114,1650000,,,,,,
903,Condo for sale,94133,Compass,1,1,700,789000,,,,,94133,789000,,,,,,
904,Condo for sale,94103,Vanguard Properties,1,1,541,595000,,,,,94103,595000,,,,,,
905,Condo for sale,94109,Present Financial Properties,1,1,653,649000,,,,,94109,649000,,,,,,
906,Condo for sale,94118,Corcoran Global Living,3,3,0,1950000,,,,,94118,1950000,,,,,,
908,New construction,94103,Keller Williams San Francisco,2,2,955,700000,,,,,94103,700000,,,,,,
909,Condo for sale,94105,Bay Real Estate Group,2,2,1259,1649000,,,,,94105,1649000,,,,,,
910,Under Contract,94109,North Point Real Estate,2,1,852,1400000,,,,,94109,1400000,,,,,,
911,Condo for sale,94105,Bay Real Estate Group,2,2,1491,2599000,,,,,94105,2599000,,,,,,
912,Condo for sale,94109,T. Okamoto & Co.,1,1,616,599000,,,,,94109,599000,,,,,,
914,House for sale,94114,Vanguard Properties,4,0,3160,2195000,,,,,94114,2195000,,,,,,
916,House for sale,94115,Compass,3,2,1032,699000,,,,,94115,699000,,,,,,
917,Condo for sale,94110,Compass,2,1,842,759000,,,,,94110,759000,,,,,,
918,House for sale,94131,BarbCo,3,2,1342,1295000,,,,,94131,1295000,,,,,,
920,Condo for sale,94109,Compass,3,2,1258,1349000,,,,,94109,1349000,,,,,,
921,Condo for sale,94111,San Francisco R.E. Svcs.,2,2,1532,1450000,,,,,94111,1450000,,,,,,
922,House for sale,94114,Compass,4,2,2112,1895000,,,,,94114,1895000,,,,,,
923,House for sale,94117,Vanguard Properties,5,6,3870,3795000,,,,,94117,3795000,,,,,,
924,House for sale,94114,Compass,3,3,800,1000000,,,,,94114,1000000,,,,,,
926,Under Contract,94123,Compass,4,4,3774,3750000,,,,,94123,3750000,,,,,,
927,Condo for sale,94111,Compass,1,1,1030,949000,,,,,94111,949000,,,,,,
928,Condo for sale,94158,Vanguard Properties,2,2,1569,2698888,,,,,94158,2698888,,,,,,
929,Condo for sale,94105,Compass,1,1,694,749000,,,,,94105,749000,,,,,,
930,House for sale,94110,Vanguard Properties,3,2,1475,1295000,,,,,94110,1295000,,,,,,
931,Condo for sale,94115,Coldwell Banker Realty,4,5,4004,4698000,,,,,94115,4698000,,,,,,
932,New construction,94117,Vanguard Properties,1,1,0,1095000,,,,,94117,1095000,,,,,,
933,Condo for sale,94117,Vanguard Properties,3,3,0,2495000,,,,,94117,2495000,,,,,,
934,Condo for sale,94115,Sotheby's International Realty,3,3,1891,1849000,,,,,94115,1849000,,,,,,
935,Condo for sale,94115,Sotheby's International Realty,4,2,2321,2149000,,,,,94115,2149000,,,,,,
936,Condo for sale,94103,San Francisco Marketing,2,2,1565,1195000,,,,,94103,1195000,,,,,,
938,Condo for sale,94115,Compass,3,3,1881,2295000,,,,,94115,2295000,,,,,,
939,New construction,94115,"Helena Geng, Broker",3,4,2888,5800000,,,,,94115,5800000,,,,,,
940,House for sale,94114,Vanguard Properties,2,1,0,975000,,,,,94114,975000,,,,,,
941,House for sale,94114,Vanguard Properties,2,2,0,1650000,,,,,94114,1650000,,,,,,
942,Condo for sale,94111,Compass SF,1,1,1006,960000,,,,,94111,960000,,,,,,
943,Condo for sale,94133,Compass,1,1,700,789000,,,,,94133,789000,,,,,,
944,Condo for sale,94103,Vanguard Properties,1,1,541,595000,,,,,94103,595000,,,,,,
945,Condo for sale,94109,Present Financial Properties,1,1,653,649000,,,,,94109,649000,,,,,,
946,Condo for sale,94118,Corcoran Global Living,3,3,0,1950000,,,,,94118,1950000,,,,,,
948,New construction,94103,Keller Williams San Francisco,2,2,955,700000,,,,,94103,700000,,,,,,
949,Condo for sale,94105,Bay Real Estate Group,2,2,1259,1649000,,,,,94105,1649000,,,,,,
950,Condo for sale,94105,Bay Real Estate Group,2,2,1491,2599000,,,,,94105,2599000,,,,,,
951,Under Contract,94109,North Point Real Estate,2,1,852,1400000,,,,,94109,1400000,,,,,,
952,Condo for sale,94109,T. Okamoto & Co.,1,1,616,599000,,,,,94109,599000,,,,,,
954,House for sale,94114,Vanguard Properties,4,0,3160,2195000,,,,,94114,2195000,,,,,,
956,House for sale,94115,Compass,3,2,1032,699000,,,,,94115,699000,,,,,,
957,Condo for sale,94110,Compass,2,1,842,759000,,,,,94110,759000,,,,,,
958,House for sale,94131,BarbCo,3,2,1342,1295000,,,,,94131,1295000,,,,,,
960,Condo for sale,94109,Compass,3,2,1258,1349000,,,,,94109,1349000,,,,,,
961,Condo for sale,94111,San Francisco R.E. Svcs.,2,2,1532,1450000,,,,,94111,1450000,,,,,,
962,House for sale,94114,Compass,4,2,2112,1895000,,,,,94114,1895000,,,,,,
963,House for sale,94117,Vanguard Properties,5,6,3870,3795000,,,,,94117,3795000,,,,,,
964,House for sale,94114,Compass,3,3,800,1000000,,,,,94114,1000000,,,,,,
966,Under Contract,94123,Compass,4,4,3774,3750000,,,,,94123,3750000,,,,,,
967,Condo for sale,94111,Compass,1,1,1030,949000,,,,,94111,949000,,,,,,
968,Condo for sale,94158,Vanguard Properties,2,2,1569,2698888,,,,,94158,2698888,,,,,,
969,Condo for sale,94105,Compass,1,1,694,749000,,,,,94105,749000,,,,,,
970,House for sale,94110,Vanguard Properties,3,2,1475,1295000,,,,,94110,1295000,,,,,,
971,Condo for sale,94115,Coldwell Banker Realty,4,5,4004,4698000,,,,,94115,4698000,,,,,,
972,Condo for sale,94118,Coldwell Banker Realty,2,2,1120,1001150,,,,,94118,1001150,,,,,,
973,Condo for sale,94117,Vanguard Properties,3,3,0,2495000,,,,,94117,2495000,,,,,,
974,New construction,94117,Vanguard Properties,1,1,0,1095000,,,,,94117,1095000,,,,,,
975,Condo for sale,94115,Sotheby's International Realty,3,3,1891,1849000,,,,,94115,1849000,,,,,,
976,Condo for sale,94115,Sotheby's International Realty,4,2,2321,2149000,,,,,94115,2149000,,,,,,
978,Condo for sale,94115,Compass,3,3,1881,2295000,,,,,94115,2295000,,,,,,
979,New construction,94115,"Helena Geng, Broker",3,4,2888,5800000,,,,,94115,5800000,,,,,,
980,House for sale,94114,Vanguard Properties,2,1,0,975000,,,,,94114,975000,,,,,,
981,House for sale,94114,Vanguard Properties,2,2,0,1650000,,,,,94114,1650000,,,,,,
982,Condo for sale,94103,Vanguard Properties,1,1,541,595000,,,,,94103,595000,,,,,,
983,Condo for sale,94118,Corcoran Global Living,3,3,0,1950000,,,,,94118,1950000,,,,,,
984,Condo for sale,94109,Present Financial Properties,1,1,653,649000,,,,,94109,649000,,,,,,
985,New construction,94103,Keller Williams San Francisco,2,2,955,700000,,,,,94103,700000,,,,,,
987,House for sale,94114,Vanguard Properties,4,0,3160,2195000,,,,,94114,2195000,,,,,,
988,Condo for sale,94118,Compass,3,3,2291,1895000,,,,,94118,1895000,,,,,,
989,House for sale,94115,Compass,3,2,1032,699000,,,,,94115,699000,,,,,,
990,House for sale,94122,Pacific Edge,3,3,1900,1595000,,,,,94122,1595000,,,,,,
991,Condo for sale,94110,Compass,2,1,842,759000,,,,,94110,759000,,,,,,
992,House for sale,94131,BarbCo,3,2,1342,1295000,,,,,94131,1295000,,,,,,
993,Condo for sale,94109,Compass,3,2,1258,1349000,,,,,94109,1349000,,,,,,
994,House for sale,94122,Compass SF,1,1,700,699000,,,,,94122,699000,,,,,,
995,Townhouse for sale,94121,Kindred SF Homes,3,2,1297,1395000,,,,,94121,1395000,,,,,,
996,House for sale,94114,Compass,4,2,2112,1895000,,,,,94114,1895000,,,,,,
997,House for sale,94117,Vanguard Properties,5,6,3870,3795000,,,,,94117,3795000,,,,,,
998,House for sale,94114,Compass,3,3,800,1000000,,,,,94114,1000000,,,,,,
1000,House for sale,94122,Vanguard Properties,2,1,0,795000,,,,,94122,795000,,,,,,
1001,Under Contract,94123,Compass,4,4,3774,3750000,,,,,94123,3750000,,,,,,
1002,Condo for sale,94109,Coldwell Banker Realty,2,2,1382,950000,,,,,94109,950000,,,,,,
1003,House for sale,94127,Rise Homes,2,1,1010,1098000,,,,,94127,1098000,,,,,,
1004,House for sale,94116,Corcoran Global Living,3,2,2133,1595000,,,,,94116,1595000,,,,,,
1005,Condo for sale,94131,Compass SF,1,1,886,650000,,,,,94131,650000,,,,,,
1007,Condo for sale,94114,Ascend Real Estate,3,2,1605,1799000,,,,,94114,1799000,,,,,,
1008,Condo for sale,94118,Keller Williams San Francisco,4,3,2700,2495000,,,,,94118,2495000,,,,,,
1009,Condo for sale,94114,Compass,2,2,0,1849000,,,,,94114,1849000,,,,,,
1010,House for sale,94116,Compass,2,1,1075,1195000,,,,,94116,1195000,,,,,,
1012,Condo for sale,94158,Vanguard Properties,2,2,1569,2698888,,,,,94158,2698888,,,,,,
1013,Condo for sale,94158,Compass,2,2,1438,1738888,,,,,94158,1738888,,,,,,
1014,New construction,94158,Compass,2,2,1492,1829000,,,,,94158,1829000,,,,,,
1015,Condo for sale,94158,JODI Realty,2,2,955,1399000,,,,,94158,1399000,,,,,,
1016,Condo for sale,94158,Vanguard Properties,2,3,2435,2995000,,,,,94158,2995000,,,,,,
1017,Condo for sale,94158,Mosaik Real Estate,2,2,1156,1395000,,,,,94158,1395000,,,,,,
1018,Condo for sale,94158,"Side, Inc.",1,1,856,950000,,,,,94158,950000,,,,,,
1019,Condo for sale,94158,Compass,2,2,1160,1525000,,,,,94158,1525000,,,,,,
1020,Condo for sale,94158,Keller Williams San Francisco,2,2,0,1299000,,,,,94158,1299000,,,,,,
1022,New construction,94158,Compass,1,1,943,1160000,,,,,94158,1160000,,,,,,
1023,Under Contract,94158,Better Homes and Gardens Thriv,1,1,728,820000,,,,,94158,820000,,,,,,
1024,Condo for sale,94158,Coldwell Banker Realty,1,1,880,1050000,,,,,94158,1050000,,,,,,
1025,Condo for sale,94158,Skybox Realty,2,2,1372,1650000,,,,,94158,1650000,,,,,,
1026,Under Contract,94158,Compass,2,2,1208,1299000,,,,,94158,1299000,,,,,,
1027,Condo for sale,94158,Corcoran Global Living,2,2,1216,998000,,,,,94158,998000,,,,,,
1028,Condo for sale,94158,Corcoran Global Living,3,3,1780,1687500,,,,,94158,1687500,,,,,,
1029,New construction,94158,SagePoint,3,2,1827,2998000,,,,,94158,2998000,,,,,,
1030,Condo for sale,94158,Home Quest Realty,2,1,783,533786,,,,,94158,533786,,,,,,
1031,Condo for sale,94158,Compass SF,2,2,1156,1399000,,,,,94158,1399000,,,,,,
1032,New construction,94158,SagePoint,0,1,538,825000,,,,,94158,825000,,,,,,
1033,New construction,94158,SagePoint,2,2,1234,1750000,,,,,94158,1750000,,,,,,
1034,Under Contract,94158,Engel & Voelkers San Francisco,3,3,1723,1695000,,,,,94158,1695000,,,,,,
1035,Condo for sale,94158,Compass,1,1,767,1028000,,,,,94158,1028000,,,,,,
1036,Condo for sale,94158,Coldwell Banker Realty,2,2,917,1150000,,,,,94158,1150000,,,,,,
1037,Condo for sale,94103,San Francisco Marketing,2,2,1565,1195000,,,,,94103,1195000,,,,,,
1039,New construction,94103,Keller Williams San Francisco,2,2,955,700000,,,,,94103,700000,,,,,,
1040,House for sale,94110,Redfin,3,2,1450,1190000,,,,,94110,1190000,,,,,,
1043,Condo for sale,94110,Compass,2,1,842,759000,,,,,94110,759000,,,,,,
1044,Condo for sale,94158,Vanguard Properties,2,2,1569,2698888,,,,,94158,2698888,,,,,,
1045,House for sale,94110,Vanguard Properties,3,2,1475,1295000,,,,,94110,1295000,,,,,,
1046,House for sale,94124,Compass SF,4,0,1555,959000,,,,,94124,959000,,,,,,
1047,Condo for sale,94107,Compass,3,1,1297,1050000,,,,,94107,1050000,,,,,,
1048,Condo for sale,94110,Compass,1,2,1003,1099000,,,,,94110,1099000,,,,,,
1051,House for sale,94110,Compass,3,2,1250,1249000,,,,,94110,1249000,,,,,,
1052,Condo for sale,94110,Compass,2,2,1056,1249000,,,,,94110,1249000,,,,,,
1053,New construction,94124,Vanguard Properties,2,1,1120,799000,,,,,94124,799000,,,,,,
1055,Condo for sale,94107,Corcoran Global Living,1,1,887,898000,,,,,94107,898000,,,,,,
1056,Condo for sale,94107,Corcoran Global Living,1,1,866,998000,,,,,94107,998000,,,,,,
1058,House for sale,94110,Corcoran Global Living,2,3,2011,1095000,,,,,94110,1095000,,,,,,
1059,Under Contract,94110,Compass,1,2,1121,1550000,,,,,94110,1550000,,,,,,
1061,House for sale,94110,Makras Real Estate,8,1,2625,1200000,,,,,94110,1200000,,,,,,
1064,House for sale,94134,Better Homes and Gardens Thriv,3,2,1175,998889,,,,,94134,998889,,,,,,
1065,House for sale,94110,Vanguard Properties,4,2,1990,1498000,,,,,94110,1498000,,,,,,
1067,House for sale,94110,Corcoran Global Living,2,2,1300,1098000,,,,,94110,1098000,,,,,,
1068,Condo for sale,94110,Keller Williams San Francisco,2,2,1162,998000,,,,,94110,998000,,,,,,
1072,Condo for sale,94134,Compass,3,2,1424,974000,,,,,94134,974000,,,,,,
1073,House for sale,94107,Compass,3,2,1605,1649000,,,,,94107,1649000,,,,,,
1074,House for sale,94107,Compass,3,2,1191,1349000,,,,,94107,1349000,,,,,,
1075,Condo for sale,94103,"Keller, Scott",1,1,795,685000,,,,,94103,685000,,,,,,
1076,Condo for sale,94134,Far East Realty,2,2,935,699000,,,,,94134,699000,,,,,,
